MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,HouseAge
60,RL,66.0,13682,Pave,,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,1410,GasA,Ex,Y,SBrkr,2945,0,0,3,1,3,1,Gd,Typ,1,Gd,BuiltIn,Fin,3,TA,TA,Y,192,0,37,0,0,0,,,,0,10,New,Partial,438780,0
20,RL,60.0,7200,Pave,,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,780,GasA,Ex,Y,SBrkr,780,0,0,1,0,2,1,TA,Typ,0,,Detchd,Unf,1,TA,TA,Y,196,0,0,0,0,0,,MnPrv,,0,1,WD,Normal,124900,36
20,RL,63.0,13072,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,1158,GasA,Ex,Y,SBrkr,1158,1,0,1,1,3,1,Gd,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,50,0,0,0,0,,,,0,5,New,Partial,158000,2
75,RM,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1996,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,530,GasA,TA,N,SBrkr,1111,0,0,1,0,3,1,Fa,Typ,0,,Detchd,Unf,1,TA,TA,N,0,0,144,0,0,0,,,,0,3,WD,Normal,101000,87
120,RL,44.0,6442,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,Unf,1370,GasA,Ex,Y,SBrkr,1370,0,0,2,0,2,1,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,120,49,0,0,0,0,,,,0,10,WD,Normal,202500,1
70,RM,50.0,10300,Pave,,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1950,Gable,CompShg,Stucco,Stucco,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,576,GasA,Gd,Y,SBrkr,1710,0,0,2,0,3,1,TA,Typ,0,,Detchd,Unf,2,TA,TA,Y,12,11,64,0,0,0,,GdPrv,,0,4,WD,Normal,140000,89
60,RL,,9375,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,1057,GasA,Ex,Y,SBrkr,2034,1,0,2,1,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,576,36,0,0,0,0,,GdPrv,,0,2,WD,Normal,219500,12
60,RL,76.0,9591,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,1143,GasA,Ex,Y,SBrkr,2473,0,0,2,1,4,1,Gd,Typ,1,Gd,BuiltIn,RFn,3,TA,TA,Y,192,151,0,0,0,0,,,,0,10,WD,Normal,317000,3
20,RL,,19900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1947,GasA,TA,Y,SBrkr,2207,1,0,2,0,3,1,TA,Min1,1,Gd,Attchd,RFn,2,TA,TA,Y,301,0,0,0,0,0,,,,0,7,WD,Normal,180000,40
20,RL,72.0,10665,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1453,GasA,Ex,Y,SBrkr,1479,1,0,2,0,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,144,29,0,0,0,0,,,,0,6,WD,Normal,226000,4
30,RM,47.0,4608,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,747,GasA,TA,Y,SBrkr,747,0,0,1,0,2,1,TA,Typ,0,,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,6,WD,Normal,80000,65
50,RL,81.0,15593,Pave,,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,Gable,CompShg,BrkFace,AsbShng,,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,Unf,1304,GasW,TA,Y,SBrkr,2287,0,0,2,0,3,1,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,0,21,114,0,0,0,,,,0,7,WD,Normal,225000,53
20,RL,95.0,13651,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,2223,GasA,Ex,Y,SBrkr,2223,1,0,2,0,3,1,TA,Typ,2,Gd,Attchd,Fin,2,TA,TA,Y,300,0,0,0,0,0,,,,0,2,WD,Normal,244000,34
20,RL,69.0,7599,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,2006,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,845,GasA,TA,Y,SBrkr,845,1,0,1,0,2,1,TA,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,6,WD,Normal,129500,25
60,RL,74.0,10141,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,832,GasA,Gd,Y,SBrkr,1718,0,0,2,1,3,1,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,0,94,0,0,291,0,,,,0,12,WD,Normal,185000,11
20,RL,85.0,10200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,1086,GasA,Gd,Y,SBrkr,1086,1,0,1,0,3,1,TA,Typ,0,,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,5,WD,Normal,144900,56
50,RM,60.0,5790,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1950,Gambrel,CompShg,VinylSd,VinylSd,,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,Unf,840,GasA,Gd,N,SBrkr,1605,0,0,2,0,3,2,TA,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,0,202,0,0,0,,,,0,5,WD,Normal,107400,95
180,RM,21.0,1596,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,462,GasA,TA,Y,SBrkr,988,1,0,1,0,2,1,TA,Typ,0,,BuiltIn,Unf,1,TA,TA,Y,120,101,0,0,0,0,,GdWo,,0,11,WD,Normal,91000,36
20,RL,,8475,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,952,GasA,Ex,Y,FuseA,952,0,0,1,0,2,1,TA,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,4,WD,Normal,135750,52
50,RM,50.0,8635,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,2001,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,GLQ,672,GasA,TA,Y,SBrkr,1285,1,0,1,0,2,1,TA,Min1,0,,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,1,WD,Normal,127000,60
90,RL,72.0,10778,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1768,GasA,TA,N,SBrkr,1768,0,0,2,0,4,2,TA,Typ,0,,,,0,,,Y,0,0,0,0,0,0,,,,0,4,WD,Normal,136500,42
50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1981,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,440,GasA,Gd,Y,SBrkr,1230,0,0,1,1,2,1,TA,Typ,0,,Detchd,Unf,2,TA,TA,Y,74,0,128,0,0,0,,MnPrv,,0,5,WD,Normal,110000,99
60,RL,100.0,13000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,Unf,896,GasA,TA,Y,SBrkr,2142,0,0,2,1,4,1,Gd,Typ,1,Gd,Attchd,Fin,1,TA,TA,Y,0,72,0,0,252,0,,,,0,6,WD,Normal,193500,41
120,RM,32.0,4500,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,Unf,1237,GasA,Ex,Y,SBrkr,1337,1,0,2,0,2,1,TA,Typ,0,,Attchd,Fin,2,TA,TA,Y,0,199,0,0,0,0,,,,0,3,WD,Normal,153500,8
20,RL,78.0,10206,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,1563,GasA,Ex,Y,SBrkr,1563,0,0,2,0,3,1,Gd,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,144,99,0,0,0,0,,,,0,10,WD,Normal,245000,1
20,RL,80.0,8892,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1065,GasA,Gd,Y,SBrkr,1065,0,0,1,1,3,1,TA,Typ,0,,Detchd,Unf,2,TA,TA,Y,74,0,0,0,0,0,,,,0,7,COD,Normal,126500,47
80,RL,,8530,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,384,GasA,Gd,Y,SBrkr,1474,0,0,2,1,3,1,TA,Typ,1,TA,BuiltIn,Fin,2,TA,TA,Y,120,72,0,0,0,0,,,Shed,700,5,WD,Normal,168500,14
60,RL,121.0,16059,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,1288,GasA,Ex,Y,SBrkr,2417,0,0,2,1,4,1,Gd,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,127,82,0,0,0,0,,,,0,4,WD,Normal,260000,15
60,RL,122.0,11911,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,684,GasA,Ex,Y,SBrkr,1560,0,0,2,1,3,1,Gd,Typ,1,Gd,BuiltIn,Fin,2,TA,TA,Y,100,38,0,0,0,0,,,,0,3,WD,Normal,174000,4
160,FV,40.0,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,612,GasA,Ex,Y,SBrkr,1224,0,0,2,1,2,1,Gd,Typ,0,,Detchd,RFn,2,TA,TA,Y,0,234,0,0,0,0,,,,0,6,New,Partial,164500,0
50,C (all),105.0,8470,Pave,,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1982,Hip,CompShg,Plywood,Plywood,,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,Unf,1013,GasA,TA,N,SBrkr,1526,0,0,1,0,2,1,Fa,Typ,0,,,,0,,,N,0,0,156,0,0,0,,MnPrv,,0,10,ConLD,Abnorml,85000,94
20,RL,60.0,8070,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,990,GasA,Ex,Y,SBrkr,990,1,0,1,0,3,1,TA,Typ,0,,,,0,,,Y,0,0,0,0,0,0,,,,0,8,WD,Normal,123600,13
20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,TA,Slab,,,,,,0,GasA,TA,Y,FuseA,1040,0,0,1,0,2,1,TA,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,29,0,0,0,0,,,,0,7,WD,Normal,109900,56
20,RL,85.0,8500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1235,GasA,TA,Y,SBrkr,1235,0,0,1,0,2,1,TA,Typ,0,,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,12,WD,Abnorml,98600,45
30,RL,80.0,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,2006,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,Unf,876,GasA,Ex,Y,SBrkr,964,1,0,1,0,2,1,TA,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,0,44,0,0,0,,,,0,8,WD,Normal,163500,88
190,C (all),60.0,7200,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1998,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,Unf,1214,GasW,Ex,N,SBrkr,2291,0,1,2,0,4,2,TA,Typ,1,Gd,Detchd,Unf,2,TA,TA,Y,0,0,0,0,99,0,,,,0,11,WD,Normal,133900,97
60,RL,69.0,9337,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,824,GasA,Ex,Y,SBrkr,1786,1,0,2,1,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,0,162,0,0,0,0,,,,0,5,WD,Normal,204750,10
60,RL,,9765,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,Unf,680,GasA,Gd,Y,SBrkr,1470,0,0,2,1,3,1,TA,Typ,1,TA,BuiltIn,Fin,2,TA,TA,Y,232,63,0,0,0,0,,,Shed,480,4,WD,Normal,185000,16
20,RL,78.0,10264,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,1588,GasA,Ex,Y,SBrkr,1588,0,0,2,0,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,158,29,0,0,0,0,,,,0,8,WD,Normal,214000,7
20,RL,73.0,10921,Pave,,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,960,GasA,TA,Y,FuseF,960,1,0,1,0,3,1,TA,Typ,0,,Attchd,Fin,1,TA,TA,P,120,0,0,0,0,0,,,,0,5,WD,Normal,94750,42
30,RL,85.0,10625,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,458,GasA,Fa,N,SBrkr,835,0,0,1,0,2,1,TA,Typ,0,,Basment,Unf,1,Fa,TA,Y,0,0,77,0,0,0,,,Shed,400,5,COD,Abnorml,83000,90
20,RL,77.0,9320,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,950,GasA,Fa,Y,SBrkr,1225,1,0,1,1,3,1,TA,Typ,0,,,,0,,,Y,352,0,0,0,0,0,,,Shed,400,1,WD,Normal,128950,51
20,RL,,10603,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,Unf,1610,GasA,Gd,Y,SBrkr,1610,1,0,2,0,3,1,Gd,Typ,2,TA,Attchd,RFn,2,TA,TA,Y,168,68,0,0,0,0,,,,0,2,WD,Normal,205000,33
60,RL,77.0,9206,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,741,GasA,TA,Y,SBrkr,1732,0,0,2,1,3,1,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,192,46,0,0,0,0,,,,0,6,WD,Normal,178000,25
90,RL,64.0,7018,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,Fa,Slab,,,,,,0,GasA,TA,Y,SBrkr,1535,0,0,2,0,4,2,TA,Typ,0,,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,6,WD,Alloca,118964,30
20,RL,94.0,10402,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1226,GasA,Ex,Y,SBrkr,1226,0,0,2,0,3,1,Gd,Typ,0,,Attchd,RFn,3,TA,TA,Y,0,36,0,0,0,0,,,,0,5,WD,Normal,198900,1
50,RM,,7758,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,TA,No,LwQ,Unf,1040,GasA,Ex,Y,FuseF,1818,0,0,1,1,4,1,TA,Typ,2,TA,Detchd,Unf,1,TA,TA,Y,0,0,0,0,184,0,,,,0,6,WD,Normal,169500,76
60,FV,75.0,9375,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1053,GasA,Ex,Y,SBrkr,1992,0,0,2,1,3,1,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,140,45,0,0,0,0,,,,0,8,WD,Normal,250000,5
30,RM,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1995,Mansard,CompShg,VinylSd,VinylSd,,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,641,GasA,Gd,Y,SBrkr,1047,0,0,1,0,2,1,TA,Typ,0,,Detchd,Unf,1,Fa,Fa,N,0,0,0,0,0,0,,,Shed,450,8,WD,Normal,100000,122
20,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,789,GasA,Ex,Y,SBrkr,789,0,0,1,0,2,1,TA,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,4,WD,Partial,115000,60
50,RM,85.0,8500,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,2005,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,793,GasW,TA,N,FuseF,1517,0,0,2,0,3,1,Fa,Typ,0,,,,0,,,N,0,0,144,0,0,0,,,,0,8,WD,Normal,115000,88
20,RL,105.0,11751,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,1844,GasA,Ex,Y,SBrkr,1844,0,0,2,0,3,1,TA,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,0,122,0,0,0,0,,MnPrv,,0,1,COD,Normal,190000,33
50,RL,75.0,9525,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1972,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,Fa,No,Rec,Unf,994,GasA,Gd,Y,SBrkr,1855,0,0,2,0,4,1,TA,Typ,0,,Attchd,Unf,1,TA,TA,Y,182,0,0,0,0,0,,,,0,10,WD,Normal,136900,52
80,RL,,7750,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,384,GasA,Ex,Y,SBrkr,1430,0,0,2,1,3,1,TA,Typ,1,TA,BuiltIn,Fin,2,TA,TA,Y,180,0,0,0,0,0,,,,0,4,WD,Normal,180000,10
60,RL,77.0,9965,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,220.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,1264,GasA,Ex,Y,SBrkr,2696,1,0,2,1,4,1,Ex,Typ,1,Gd,BuiltIn,Fin,3,TA,TA,Y,120,184,0,0,168,0,,,,0,10,New,Partial,383970,0
20,RL,,21000,Pave,,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,Rec,1809,GasA,TA,Y,SBrkr,2259,1,0,2,0,3,1,Gd,Typ,2,Gd,Basment,Unf,2,TA,TA,Y,166,120,192,0,0,0,,MnPrv,,0,10,COD,Abnorml,217000,54
70,RL,61.0,7259,Pave,,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,1028,GasA,Ex,Y,SBrkr,2320,1,0,2,1,3,1,Gd,Typ,1,TA,Detchd,Unf,1,TA,TA,Y,224,0,0,0,0,0,,MnPrv,,0,7,WD,Normal,259500,62
160,FV,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,729,GasA,Gd,Y,SBrkr,1458,0,0,2,1,2,1,TA,Typ,1,Fa,Detchd,Unf,2,TA,TA,Y,0,32,0,0,0,0,,,,0,6,WD,Normal,176000,8
20,RL,,11616,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,116.0,TA,TA,CBlock,TA,TA,No,LwQ,BLQ,1092,GasA,TA,Y,SBrkr,1092,0,1,1,0,3,1,TA,Typ,1,Po,Attchd,Unf,1,TA,TA,Y,0,20,144,0,0,0,,,,0,9,WD,Normal,139000,47
20,RL,74.0,8536,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1125,GasA,Gd,Y,SBrkr,1125,0,0,1,1,2,1,TA,Typ,0,,Attchd,Unf,2,TA,TA,Y,80,64,0,0,0,0,,,,0,4,New,Partial,155000,1
